Carat.Size,Color,Clarity,Depth,Table,Cut,Report,Price,Log.Price,Table.Depth,Table.Depth.1,Test
0.71,D,SI1,63.2,58,Very Good,GIA,2314,7.74673291,-5.2,0.91772152,0
0.51,D,VVS2,62,55,Excellent,GIA,2314,7.74673291,-7,0.88709677,0
0.51,F,IF,61.5,58,Excellent,GIA,2314,7.74673291,-3.5,0.94308943,2
0.55,E,VVS2,61.3,57,Ideal,GIA,2314,7.74673291,-4.3,0.92985318,0
0.55,F,VVS1,61.3,58,Excellent,GIA,2314,7.74673291,-3.3,0.94616639,0
0.51,E,VVS1,62.9,56,Excellent,GIA,2314,7.74673291,-6.9,0.89030207,2
0.55,F,VVS1,60.9,59,Excellent,GIA,2314,7.74673291,-1.9,0.96880131,0
0.72,D,SI2,62.3,58,Very Good,GIA,2314,7.74673291,-4.3,0.93097913,0
0.72,F,SI1,64.1,57,Good,GIA,2314,7.74673291,-7.1,0.88923557,0
0.61,G,VVS1,61.6,57,Excellent,GIA,2315,7.74716497,-4.6,0.92532468,2
0.5,E,VVS1,60.8,62,Very Good,GIA,2315,7.74716497,1.2,1.01973684,0
0.94,K,VS2,63.9,56,Very Good,GIA,2316,7.74759684,-7.9,0.87636933,1
0.94,K,VS2,62.5,57,Excellent,GIA,2316,7.74759684,-5.5,0.912,2
0.73,F,SI1,60.2,57,Excellent,GIA,2316,7.74759684,-3.2,0.94684385,1
0.73,F,SI1,62.5,58,Very Good,GIA,2316,7.74759684,-4.5,0.928,2
0.73,D,SI2,61,55,Very Good,GIA,2316,7.74759684,-6,0.90163934,0
0.5,E,VVS1,61.8,56,Excellent,GIA,2317,7.74802852,-5.8,0.90614887,0
0.5,D,VVS2,62.5,56,Very Good,GIA,2317,7.74802852,-6.5,0.896,2
0.5,E,VVS1,60.6,60,Excellent,GIA,2317,7.74802852,-0.6,0.99009901,1
0.72,H,VVS2,63.5,58,Very Good,GIA,2317,7.74802852,-5.5,0.91338583,0
0.72,E,SI2,62.4,56,Excellent,GIA,2317,7.74802852,-6.4,0.8974359,2
0.5,D,VVS2,62,58,Very Good,GIA,2317,7.74802852,-4,0.93548387,0
0.5,D,VVS2,62.5,55,Excellent,GIA,2317,7.74802852,-7.5,0.88,0
0.72,E,SI2,62.2,56,Excellent,GIA,2359,7.76599308,-6.2,0.90032154,0
0.72,E,SI2,62.4,56,Excellent,GIA,2359,7.76599308,-6.4,0.8974359,2
0.77,D,SI2,62.6,58,Very Good,GIA,2359,7.76599308,-4.6,0.92651757,1
0.77,G,SI1,62.4,59,Very Good,GIA,2359,7.76599308,-3.4,0.94551282,0
0.7,G,VS1,61,58,Excellent,GIA,2359,7.76599308,-3,0.95081967,0
0.61,F,VVS2,62.4,56,Excellent,GIA,2359,7.76599308,-6.4,0.8974359,0
0.7,H,VS1,62.3,57,Excellent,AGS,2359,7.76599308,-5.3,0.91492777,1
0.74,E,SI2,61.8,57,Ideal,GIA,2359,7.76599308,-4.8,0.9223301,0
0.52,D,VVS2,61.1,55,Excellent,GIA,2360,7.7664169,-6.1,0.90016367,2
0.52,F,IF,62.1,57,Excellent,GIA,2360,7.7664169,-5.1,0.9178744,0
0.73,G,VS2,61.7,57,Excellent,GIA,2361,7.76684054,-4.7,0.92382496,1
0.8,H,SI2,62.4,56,Excellent,GIA,2361,7.76684054,-6.4,0.8974359,0
0.8,H,SI2,62.5,56,Excellent,GIA,2361,7.76684054,-6.5,0.896,1
0.81,I,VS2,62.5,58,Excellent,GIA,2361,7.76684054,-4.5,0.928,2
0.71,G,VS2,60.5,58,Excellent,GIA,2362,7.767264,-2.5,0.95867769,2
0.8,I,VS2,60.4,57,Ideal,GIA,2362,7.767264,-3.4,0.94370861,0
0.72,F,SI1,62.7,58,Very Good,GIA,2362,7.767264,-4.7,0.92503987,0
0.62,D,VS1,59.8,61,Excellent,GIA,2362,7.767264,1.2,1.02006689,0
0.74,H,VS2,60,59,Excellent,GIA,2362,7.767264,-1,0.98333333,0
0.54,E,VVS2,60.1,59,Excellent,GIA,2363,7.76768728,-1.1,0.98169717,0
0.65,E,VS1,59.4,61,Excellent,GIA,2364,7.76811038,1.6,1.02693603,2
0.8,H,SI1,60.3,59,Excellent,GIA,2364,7.76811038,-1.3,0.97844113,2
0.8,F,SI2,60.8,55,Excellent,GIA,2364,7.76811038,-5.8,0.90460526,1
0.72,H,VS1,61.6,56,Ideal,GIA,2364,7.76811038,-5.6,0.90909091,2
0.7,H,VS2,58.6,61,Very Good,GIA,2365,7.7685333,2.4,1.04095563,2
0.81,J,SI1,59.8,59,Excellent,GIA,2406,7.7857209,-0.8,0.98662207,0
0.9,J,SI2,62,53,Very Good,GIA,2406,7.7857209,-9,0.85483871,0
0.54,E,VVS2,57.5,61,Good,GIA,2406,7.7857209,3.5,1.06086957,2
0.63,G,VVS2,61.9,56,Ideal,GIA,2407,7.78613644,-5.9,0.90468498,2
0.71,E,VS2,62.6,60,Very Good,GIA,2407,7.78613644,-2.6,0.95846645,0
0.57,E,VVS2,63.2,57,Excellent,GIA,2407,7.78613644,-6.2,0.90189873,0
0.71,G,VS1,62.2,58,Excellent,GIA,2407,7.78613644,-4.2,0.93247588,2
0.91,J,SI1,63.9,60,Very Good,GIA,2407,7.78613644,-3.9,0.93896714,1
0.53,G,IF,60.5,60,Excellent,GIA,2408,7.78655181,-0.5,0.99173554,0
0.72,E,SI1,59.9,58,Very Good,GIA,2408,7.78655181,-1.9,0.96828047,1
0.7,G,VS1,61.2,58,Very Good,GIA,2409,7.786967,-3.2,0.94771242,0
0.7,G,VS1,61.5,59,Excellent,GIA,2409,7.786967,-2.5,0.95934959,2
0.7,G,VS1,62.2,56,Excellent,GIA,2409,7.786967,-6.2,0.90032154,0
0.7,G,VS1,62.3,57,Excellent,GIA,2409,7.786967,-5.3,0.91492777,2
0.56,D,VVS2,61.6,57,Ideal,GIA,2409,7.786967,-4.6,0.92532468,2
0.56,E,VVS1,62.1,58,Excellent,GIA,2409,7.786967,-4.1,0.93397746,0
0.5,E,VVS1,60.2,60,Excellent,GIA,2409,7.786967,-0.2,0.99667774,0
0.71,D,SI2,62.2,59,Very Good,GIA,2409,7.786967,-3.2,0.94855305,1
0.6,H,IF,60.6,58,Excellent,GIA,2409,7.786967,-2.6,0.95709571,0
0.86,J,VS1,62.6,57,Excellent,GIA,2409,7.786967,-5.6,0.91054313,0
0.73,F,SI1,61.1,60,Very Good,GIA,2409,7.786967,-1.1,0.98199673,0
0.83,E,SI2,62,56,Very Good,GIA,2409,7.786967,-6,0.90322581,1
0.51,G,IF,62.6,56,Excellent,GIA,2410,7.78738203,-6.6,0.89456869,0
0.51,G,IF,62.5,56,Excellent,GIA,2410,7.78738203,-6.5,0.896,1
0.6,F,VVS2,62.3,57,Very Good,GIA,2410,7.78738203,-5.3,0.91492777,0
0.7,E,VS1,62.2,59,Very Good,GIA,2458,7.80710329,-3.2,0.94855305,1
0.7,E,VS1,60.6,59,Good,GIA,2458,7.80710329,-1.6,0.97359736,2
0.7,E,SI1,62.2,57,Excellent,GIA,2458,7.80710329,-5.2,0.91639871,2
0.73,G,SI1,61,57,Excellent,AGS,2458,7.80710329,-4,0.93442623,0
0.93,K,VS2,59.5,61,Excellent,GIA,2458,7.80710329,1.5,1.02521008,0
0.79,E,SI2,59.5,59,Excellent,GIA,2459,7.80751004,-0.5,0.99159664,0
0.56,F,IF,62.3,56,Excellent,GIA,2459,7.80751004,-6.3,0.8988764,0
0.61,G,VVS1,62.5,57,Excellent,GIA,2459,7.80751004,-5.5,0.912,0
0.61,G,VVS1,59.9,59,Excellent,GIA,2459,7.80751004,-0.9,0.98497496,0
0.72,G,VS2,60.2,60,Excellent,GIA,2459,7.80751004,-0.2,0.99667774,0
0.58,F,VVS1,62.5,56,Excellent,GIA,2459,7.80751004,-6.5,0.896,1
0.58,G,IF,62,58,Excellent,GIA,2460,7.80791663,-4,0.93548387,0
0.71,H,VVS2,62.3,56,Excellent,GIA,2460,7.80791663,-6.3,0.8988764,0
0.71,I,IF,60.2,64,Good,GIA,2460,7.80791663,3.8,1.06312292,0
0.73,I,IF,62.2,56,Excellent,GIA,2460,7.80791663,-6.2,0.90032154,1
0.71,E,SI1,63.3,55,Very Good,GIA,2460,7.80791663,-8.3,0.86887836,0
0.7,F,VS2,62.7,59,Very Good,GIA,2461,7.80832305,-3.7,0.94098884,2
0.7,G,VS2,60.4,60,Very Good,GIA,2461,7.80832305,-0.4,0.99337748,0
0.72,E,SI1,62.4,57,Excellent,GIA,2462,7.80872931,-5.4,0.91346154,1
0.78,F,SI1,62.1,58,Very Good,GIA,2462,7.80872931,-4.1,0.93397746,2
0.78,F,SI1,62.5,59,Very Good,GIA,2462,7.80872931,-3.5,0.944,0
0.7,D,SI1,62.1,55,Very Good,GIA,2463,7.8091354,-7.1,0.88566828,2
0.67,H,VVS2,61.6,56,Excellent,GIA,2464,7.80954132,-5.6,0.90909091,0
0.61,E,VVS2,60.5,59,Excellent,GIA,2464,7.80954132,-1.5,0.97520661,2
0.61,E,VVS2,61.7,57,Ideal,GIA,2464,7.80954132,-4.7,0.92382496,0
0.71,E,SI1,63.9,56,Very Good,GIA,2515,7.83002808,-7.9,0.87636933,2
0.8,I,VS2,62.2,57,Excellent,GIA,2516,7.83042562,-5.2,0.91639871,0
0.57,D,VVS2,61.6,55,Excellent,GIA,2516,7.83042562,-6.6,0.89285714,0
0.57,E,VVS1,62.3,56,Excellent,GIA,2516,7.83042562,-6.3,0.8988764,1
0.57,D,VVS2,61.4,56,Ideal,GIA,2516,7.83042562,-5.4,0.91205212,0
0.72,E,SI2,62.2,55,Excellent,GIA,2516,7.83042562,-7.2,0.88424437,0
0.7,H,VVS2,62.4,59,Excellent,GIA,2516,7.83042562,-3.4,0.94551282,0
0.5,D,VVS1,61.3,59,Excellent,GIA,2516,7.83042562,-2.3,0.96247961,0
0.9,J,VS1,62.3,60,Very Good,GIA,2517,7.830823,-2.3,0.96308186,1
0.52,D,VS1,62.4,58,Very Good,GIA,2517,7.830823,-4.4,0.92948718,1
0.72,G,VS2,62.4,57,Excellent,GIA,2517,7.830823,-5.4,0.91346154,0
0.7,E,SI1,61.2,56,Ideal,GIA,2518,7.83122021,-5.2,0.91503268,0
0.7,E,SI1,60.7,60,Very Good,GIA,2518,7.83122021,-0.7,0.98846787,0
0.7,E,SI1,61.3,60,Excellent,GIA,2518,7.83122021,-1.3,0.97879282,1
0.7,E,SI1,62.4,55,Excellent,GIA,2518,7.83122021,-7.4,0.88141026,1
0.7,G,VS1,64.2,61,Good,GIA,2518,7.83122021,-3.2,0.95015576,1
0.71,F,SI1,59.8,62,Very Good,GIA,2519,7.83161728,2.2,1.0367893,0
0.71,D,SI1,58.7,57,Excellent,GIA,2519,7.83161728,-1.7,0.97103918,1
0.9,I,SI2,60.3,61,Very Good,GIA,2520,7.83201418,0.7,1.01160862,2
0.9,I,SI2,63.2,57,Very Good,GIA,2520,7.83201418,-6.2,0.90189873,0
0.7,F,VS2,62.2,55,Very Good,GIA,2520,7.83201418,-7.2,0.88424437,2
0.72,E,VS2,63,55,Very Good,GIA,2520,7.83201418,-8,0.87301587,2
0.72,I,VVS2,60.4,58,Excellent,GIA,2520,7.83201418,-2.4,0.9602649,1
0.75,I,VVS2,62.5,57,Excellent,GIA,2520,7.83201418,-5.5,0.912,0
0.9,J,SI1,62.1,60,Excellent,GIA,2520,7.83201418,-2.1,0.96618357,2
0.8,H,VS2,61,57,Excellent,GIA,2575,7.85360481,-4,0.93442623,0
0.78,G,SI1,61.1,56,Excellent,GIA,2576,7.85399309,-5.1,0.91653028,2
0.79,E,SI2,59.2,59,Excellent,GIA,2576,7.85399309,-0.2,0.99662162,0
0.8,E,SI2,62.2,56,Very Good,GIA,2576,7.85399309,-6.2,0.90032154,1
0.75,H,VS2,61.8,57,Ideal,GIA,2576,7.85399309,-4.8,0.9223301,2
0.71,E,SI1,61.3,56,Very Good,GIA,2577,7.85438121,-5.3,0.91353997,2
0.71,E,SI1,61.7,59,Excellent,GIA,2577,7.85438121,-2.7,0.95623987,0
0.71,E,SI1,61.1,56,Very Good,GIA,2577,7.85438121,-5.1,0.91653028,0
0.71,F,SI2,62,59,Excellent,GIA,2577,7.85438121,-3,0.9516129,0
0.74,F,SI1,62.7,56,Excellent,GIA,2579,7.85515701,-6.7,0.89314195,0
0.74,F,SI1,59.7,60,Excellent,GIA,2579,7.85515701,0.3,1.00502513,2
0.7,F,VS2,63,59,Very Good,GIA,2579,7.85515701,-4,0.93650794,0
0.7,F,VS2,63.5,60,Very Good,GIA,2579,7.85515701,-3.5,0.94488189,0
0.7,E,VS2,62.9,59,Very Good,GIA,2580,7.85554468,-3.9,0.93799682,1
0.8,G,SI1,61.9,59,Very Good,GIA,2580,7.85554468,-2.9,0.95315024,0
0.62,G,VVS1,61.7,57,Ideal,GIA,2580,7.85554468,-4.7,0.92382496,0
0.66,H,IF,62.1,58,Excellent,GIA,2580,7.85554468,-4.1,0.93397746,2
0.74,D,SI1,62.2,58,Excellent,GIA,2580,7.85554468,-4.2,0.93247588,2
0.71,E,SI1,62.4,55,Excellent,GIA,2580,7.85554468,-7.4,0.88141026,0
0.77,D,SI2,60.6,57,Very Good,GIA,2581,7.8559322,-3.6,0.94059406,2
0.8,G,SI1,62.7,58,Excellent,GIA,2581,7.8559322,-4.7,0.92503987,0
0.51,G,IF,61.3,59,Excellent,GIA,2581,7.8559322,-2.3,0.96247961,1
0.75,G,VS2,64.3,56,Very Good,GIA,2582,7.85631957,-8.3,0.87091757,0
0.91,H,SI2,63.5,57,Good,GIA,2583,7.85670679,-6.5,0.8976378,0
0.72,H,VS1,63.1,58,Very Good,GIA,2583,7.85670679,-5.1,0.91917591,2
0.9,J,VS1,62,58,Good,GIA,2638,7.87777633,-4,0.93548387,1
0.56,E,IF,60.6,59,Excellent,GIA,2639,7.87815534,-1.6,0.97359736,0
0.7,G,VS1,62.3,57,Excellent,GIA,2639,7.87815534,-5.3,0.91492777,0
0.71,I,IF,61.6,56,Ideal,GIA,2639,7.87815534,-5.6,0.90909091,1
0.9,H,SI2,63.4,58,Very Good,GIA,2639,7.87815534,-5.4,0.9148265,0
0.84,F,SI1,60.9,57,Very Good,GIA,2640,7.8785342,-3.9,0.93596059,0
0.8,H,VS2,60.8,57,Excellent,GIA,2640,7.8785342,-3.8,0.9375,0
0.75,E,SI1,60.5,56,Very Good,GIA,2640,7.8785342,-4.5,0.92561983,1
0.7,H,VVS2,59.2,59,Very Good,GIA,2641,7.87891291,-0.2,0.99662162,0
0.58,E,VVS1,62.1,57,Excellent,GIA,2641,7.87891291,-5.1,0.9178744,0
0.58,D,VVS2,60.9,56,Excellent,GIA,2641,7.87891291,-4.9,0.91954023,2
0.7,E,VS2,62.4,58,Very Good,GIA,2642,7.87929149,-4.4,0.92948718,0
0.7,E,VS2,60.2,56,Very Good,GIA,2642,7.87929149,-4.2,0.93023256,0
0.6,F,VVS2,59.2,60,Excellent,GIA,2642,7.87929149,0.8,1.01351351,1
0.9,D,SI2,63.6,61,Good,GIA,2642,7.87929149,-2.6,0.9591195,1
0.91,I,VS2,62,55,Very Good,GIA,2643,7.87966991,-7,0.88709677,0
0.71,F,VS2,62.1,57,Excellent,GIA,2643,7.87966991,-5.1,0.9178744,1
0.71,F,VS2,62.7,55,Excellent,GIA,2643,7.87966991,-7.7,0.87719298,2
0.54,E,IF,60.2,58,Excellent,GIA,2643,7.87966991,-2.2,0.96345515,0
0.78,G,VS1,61.7,55,Very Good,GIA,2644,7.8800482,-6.7,0.89141005,0
0.7,E,VS1,59.8,58,Very Good,GIA,2645,7.88042634,-1.8,0.96989967,0
0.75,D,SI1,61.6,59,Excellent,GIA,2645,7.88042634,-2.6,0.95779221,0
0.75,D,SI1,62.2,60,Excellent,GIA,2645,7.88042634,-2.2,0.96463023,1
0.6,G,VVS1,62.6,56,Excellent,GIA,2645,7.88042634,-6.6,0.89456869,2
0.76,H,VS2,61,58,Excellent,GIA,2645,7.88042634,-3,0.95081967,1
0.81,D,SI2,63.6,56,Very Good,GIA,2715,7.90654723,-7.6,0.88050314,1
0.7,G,VVS2,59.3,60,Very Good,GIA,2715,7.90654723,0.7,1.01180438,1
0.74,I,VVS1,61.5,54,Excellent,AGS,2715,7.90654723,-7.5,0.87804878,0
0.71,D,VS2,62.1,60,Very Good,GIA,2716,7.90691549,-2.1,0.96618357,0
0.71,D,VS2,59.5,57,Excellent,GIA,2716,7.90691549,-2.5,0.95798319,0
0.92,I,SI2,62.5,57,Excellent,GIA,2716,7.90691549,-5.5,0.912,1
0.92,I,SI2,63,59,Very Good,GIA,2716,7.90691549,-4,0.93650794,1
0.78,F,VS2,62.9,59,Very Good,GIA,2717,7.90728361,-3.9,0.93799682,0
0.63,E,VVS2,62.1,57,Excellent,GIA,2717,7.90728361,-5.1,0.9178744,1
0.72,F,VS2,60.8,58,Excellent,GIA,2717,7.90728361,-2.8,0.95394737,0
0.57,E,IF,62,56,Excellent,GIA,2717,7.90728361,-6,0.90322581,0
0.57,E,IF,61.5,57,Ideal,GIA,2717,7.90728361,-4.5,0.92682927,0
0.83,G,SI1,62.1,57,Excellent,GIA,2718,7.90765159,-5.1,0.9178744,0
0.82,I,VS2,61.5,58,Excellent,GIA,2718,7.90765159,-3.5,0.94308943,0
0.58,D,VVS2,59.9,59,Very Good,GIA,2718,7.90765159,-0.9,0.98497496,1
0.74,F,SI1,60.1,59,Excellent,GIA,2718,7.90765159,-1.1,0.98169717,0
0.77,F,SI1,60.4,58,Excellent,GIA,2719,7.90801944,-2.4,0.9602649,0
0.7,E,VS2,62.6,56,Very Good,GIA,2720,7.90838716,-6.6,0.89456869,0
0.67,G,VVS1,62,57,Excellent,GIA,2720,7.90838716,-5,0.91935484,2
0.86,E,SI2,61.4,61,Very Good,GIA,2720,7.90838716,-0.4,0.99348534,0
0.86,E,SI2,59.3,59,Excellent,GIA,2720,7.90838716,-0.3,0.99494098,1
0.94,K,VS1,61,56,Excellent,AGS,2720,7.90838716,-5,0.91803279,0
0.63,E,VVS2,61.8,56,Ideal,GIA,2721,7.90875474,-5.8,0.90614887,2
0.51,D,VVS1,62.6,57,Excellent,GIA,2721,7.90875474,-5.6,0.91054313,1
0.74,H,VS1,62,58,Excellent,GIA,2721,7.90875474,-4,0.93548387,1
0.86,J,VVS2,62.7,57,Excellent,GIA,2790,7.93379687,-5.7,0.90909091,0
0.61,E,VVS2,63.6,55,Very Good,GIA,2791,7.93415523,-8.6,0.86477987,0
0.61,E,VVS2,60,55,Excellent,GIA,2791,7.93415523,-5,0.91666667,0
0.7,E,VS2,61.8,56,Ideal,GIA,2791,7.93415523,-5.8,0.90614887,0
0.6,E,VVS1,61.9,55,Ideal,GIA,2792,7.93451346,-6.9,0.88852989,1
0.72,F,VS2,62.4,56,Excellent,GIA,2792,7.93451346,-6.4,0.8974359,0
0.71,G,VVS1,62.1,54,Excellent,GIA,2792,7.93451346,-8.1,0.86956522,0
0.7,E,VS2,63,60,Very Good,GIA,2792,7.93451346,-3,0.95238095,2
0.91,H,SI2,61.7,59,Very Good,GIA,2793,7.93487157,-2.7,0.95623987,0
0.77,H,VS2,62.3,57,Excellent,GIA,2793,7.93487157,-5.3,0.91492777,0
0.78,E,SI1,62.8,58,Very Good,GIA,2796,7.9359451,-4.8,0.92356688,0
0.73,D,SI1,60.8,55,Very Good,GIA,2796,7.9359451,-5.8,0.90460526,0
0.91,F,SI2,63,59,Very Good,GIA,2796,7.9359451,-4,0.93650794,2
0.9,I,SI2,63.6,57,Good,GIA,2796,7.9359451,-6.6,0.89622642,0
0.7,F,VS2,63.5,57,Very Good,GIA,2796,7.9359451,-6.5,0.8976378,2
1.02,K,SI2,63,59,Very Good,GIA,2797,7.93630269,-4,0.93650794,0
0.65,H,IF,62.3,56,Excellent,GIA,2797,7.93630269,-6.3,0.8988764,1
0.9,G,SI1,62.1,58,Good,GIA,2797,7.93630269,-4.1,0.93397746,0
0.72,E,VS2,62.2,55,Excellent,GIA,2797,7.93630269,-7.2,0.88424437,0
0.73,D,SI1,62.7,53,Excellent,GIA,2798,7.93666016,-9.7,0.84529506,2
0.62,E,VVS2,60.5,58,Excellent,GIA,2798,7.93666016,-2.5,0.95867769,0
1.01,K,SI1,61.8,57,Very Good,GIA,2800,7.9373747,-4.8,0.9223301,0
0.78,F,VS2,62.5,56,Excellent,GIA,2800,7.9373747,-6.5,0.896,2
0.7,F,VVS2,63.6,58,Very Good,GIA,2800,7.9373747,-5.6,0.91194969,0
0.74,F,VS1,63.4,57,Very Good,GIA,2801,7.93773178,-6.4,0.89905363,0
0.8,G,VS2,63.8,55,Very Good,GIA,2869,7.96171882,-8.8,0.86206897,2
1.01,K,VS2,62,57,Very Good,GIA,2870,7.96206731,-5,0.91935484,1
0.72,E,VS2,62.4,55,Excellent,GIA,2870,7.96206731,-7.4,0.88141026,0
0.72,E,VS2,61.6,59,Excellent,GIA,2870,7.96206731,-2.6,0.95779221,0
0.8,H,VS2,59.8,58,Excellent,GIA,2871,7.96241568,-1.8,0.96989967,0
0.9,J,VS2,64,57,Very Good,GIA,2871,7.96241568,-7,0.890625,0
0.7,G,VVS1,63.5,56,Very Good,GIA,2871,7.96241568,-7.5,0.88188976,2
0.58,F,IF,62.4,56,Excellent,GIA,2871,7.96241568,-6.4,0.8974359,2
1,K,SI2,60.3,60,Excellent,GIA,2872,7.96276393,-0.3,0.99502488,2
0.72,H,VVS1,63.4,59,Very Good,GIA,2873,7.96311206,-4.4,0.93059937,0
0.9,I,SI2,59.6,55,Very Good,GIA,2873,7.96311206,-4.6,0.92281879,2
0.94,J,SI1,61.1,58,Very Good,GIA,2873,7.96311206,-3.1,0.9492635,2
0.91,J,VS1,62.2,59,Very Good,GIA,2873,7.96311206,-3.2,0.94855305,1
0.85,J,VVS1,62,56,Excellent,GIA,2873,7.96311206,-6,0.90322581,2
0.91,H,SI1,58.9,60,Good,GIA,2874,7.96346007,1.1,1.01867572,0
0.7,H,VVS2,61.2,59,Excellent,GIA,2874,7.96346007,-2.2,0.96405229,1
0.93,J,SI2,60.1,55,Excellent,GIA,2875,7.96380795,-5.1,0.91514143,0
0.75,F,SI1,61.5,57,Ideal,GIA,2875,7.96380795,-4.5,0.92682927,0
0.7,F,VS1,62.5,56,Excellent,GIA,2875,7.96380795,-6.5,0.896,0
0.71,E,VS2,62,56,Excellent,GIA,2876,7.96415572,-6,0.90322581,1
0.71,D,VS2,60.4,59,Excellent,GIA,2877,7.96450336,-1.4,0.97682119,1
0.9,G,SI2,63.8,58,Good,GIA,2877,7.96450336,-5.8,0.90909091,0
0.81,I,VVS2,62.8,54,Excellent,GIA,2877,7.96450336,-8.8,0.85987261,0
0.8,F,SI1,59.2,59,Very Good,GIA,2878,7.96485089,-0.2,0.99662162,0
0.9,E,SI2,62.7,59,Good,GIA,2878,7.96485089,-3.7,0.94098884,0
0.94,I,SI2,62.6,55,Excellent,GIA,2948,7.98888225,-7.6,0.87859425,0
0.84,D,SI1,63.2,61,Very Good,GIA,2948,7.98888225,-2.2,0.96518987,0
0.9,J,VS2,62.5,57,Very Good,GIA,2948,7.98888225,-5.5,0.912,0
0.73,D,VS2,60.9,59,Very Good,GIA,2949,7.98922141,-1.9,0.96880131,0
0.6,E,VVS2,61.2,57,Ideal,GIA,2949,7.98922141,-4.2,0.93137255,2
0.7,E,VS1,62,56,Very Good,GIA,2949,7.98922141,-6,0.90322581,2
1.04,K,SI2,61.5,59,Excellent,GIA,2951,7.98989937,-2.5,0.95934959,0
0.77,I,VVS1,61.2,58,Excellent,GIA,2951,7.98989937,-3.2,0.94771242,0
0.58,E,VVS1,61.4,56,Ideal,GIA,2951,7.98989937,-5.4,0.91205212,0
0.62,F,IF,61.4,59,Excellent,GIA,2951,7.98989937,-2.4,0.96091205,0
0.96,H,SI2,62.9,63,Good,GIA,2952,7.99023819,0.1,1.00158983,0
1.04,J,SI2,59.7,63,Good,GIA,2952,7.99023819,3.3,1.05527638,0
0.9,I,SI1,59.1,61,Very Good,GIA,2952,7.99023819,1.9,1.0321489,2
0.72,E,VS2,61.2,57,Ideal,GIA,2952,7.99023819,-4.2,0.93137255,0
0.76,E,VS2,61.7,58,Very Good,GIA,2953,7.99057688,-3.7,0.94003241,0
0.74,E,VS2,60.9,58,Excellent,GIA,2953,7.99057688,-2.9,0.95238095,0
0.9,H,SI2,63.4,60,Very Good,GIA,2953,7.99057688,-3.4,0.94637224,0
0.7,D,VS1,63.3,60,Very Good,GIA,2953,7.99057688,-3.3,0.9478673,1
0.9,F,SI2,63.8,60,Good,GIA,2954,7.99091546,-3.8,0.94043887,0
0.9,G,SI2,64,59,Very Good,GIA,2955,7.99125393,-5,0.921875,0
0.78,G,VS2,62.8,57,Very Good,GIA,2955,7.99125393,-5.8,0.90764331,1
0.9,I,VS2,63,57,Very Good,GIA,2955,7.99125393,-6,0.9047619,0
0.61,D,VVS2,61.8,55,Ideal,GIA,2956,7.99159228,-6.8,0.88996764,0
0.7,E,VS1,62.7,58,Very Good,GIA,2956,7.99159228,-4.7,0.92503987,0
1,I,SI2,62.6,62,Good,GIA,2956,7.99159228,-0.6,0.99041534,0
0.81,G,VS2,62.9,57,Very Good,GIA,2994,8.00436556,-5.9,0.90620032,0
0.96,I,SI2,62.9,56,Very Good,GIA,2994,8.00436556,-6.9,0.89030207,0
1.09,K,SI2,62.4,57,Excellent,GIA,2995,8.00469951,-5.4,0.91346154,0
0.83,I,VVS2,61.6,56,Ideal,GIA,2995,8.00469951,-5.6,0.90909091,0
0.99,J,SI1,61.3,63,Good,GIA,2995,8.00469951,1.7,1.02773246,2
0.71,D,VS1,62.4,60,Excellent,GIA,2995,8.00469951,-2.4,0.96153846,2
0.71,D,VS1,62.5,58,Very Good,GIA,2995,8.00469951,-4.5,0.928,2
0.7,E,VS1,61.9,57,Excellent,GIA,2996,8.00503334,-4.9,0.92084006,1
1.01,J,SI2,63.3,59,Very Good,GIA,2997,8.00536707,-4.3,0.93206951,0
1.01,K,SI2,62.2,56,Excellent,GIA,2997,8.00536707,-6.2,0.90032154,0
0.7,G,VVS1,59.8,58,Excellent,GIA,2998,8.00570068,-1.8,0.96989967,1
0.67,E,VVS1,61.2,56,Excellent,GIA,3000,8.00636757,-5.2,0.91503268,1
1.01,K,SI2,63,57,Very Good,GIA,3000,8.00636757,-6,0.9047619,1
1.08,K,SI2,60.1,58,Very Good,GIA,3001,8.00670085,-2.1,0.96505824,2
0.91,F,SI2,62.6,59,Excellent,GIA,3001,8.00670085,-3.6,0.94249201,1
0.7,F,VVS2,60.1,60,Excellent,GIA,3002,8.00703401,-0.1,0.99833611,0
0.7,E,VS1,62.2,57,Very Good,GIA,3002,8.00703401,-5.2,0.91639871,0
1.05,K,SI1,62.3,59,Excellent,GIA,3003,8.00736707,-3.3,0.9470305,0
1.05,K,SI1,62.2,59,Very Good,GIA,3003,8.00736707,-3.2,0.94855305,0
1.05,K,SI1,62.5,61,Very Good,GIA,3003,8.00736707,-1.5,0.976,1
0.7,F,VS1,61.5,58,Excellent,GIA,3003,8.00736707,-3.5,0.94308943,2
0.67,F,VVS1,62.2,54,Excellent,GIA,3003,8.00736707,-8.2,0.8681672,0
1.01,K,SI1,61.4,59,Very Good,GIA,3005,8.00803285,-2.4,0.96091205,2
1.01,K,SI1,63.8,57,Very Good,GIA,3005,8.00803285,-6.8,0.89341693,0
0.72,D,VS2,62.3,57,Excellent,GIA,3005,8.00803285,-5.3,0.91492777,0
0.96,H,SI2,58.6,61,Very Good,GIA,3005,8.00803285,2.4,1.04095563,0
0.94,E,SI2,59.9,56,Good,GIA,3006,8.00836557,-3.9,0.93489149,0
